directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-069/,N193-069_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0001.tif,N193-069,1918-01-01,1918-03-01,1918,6275,4919,3,"104,1828,3269"
AU NBAC N193-069/,N193-069_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0002.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"87,1331,2629"
AU NBAC N193-069/,N193-069_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0003.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"126,1798,3237"
AU NBAC N193-069/,N193-069_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0004.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"9,1309,2604"
AU NBAC N193-069/,N193-069_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0005.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"59,1773,3211"
AU NBAC N193-069/,N193-069_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0006.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"59,1782,3221"
AU NBAC N193-069/,N193-069_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0007.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"66,1320,2623"
AU NBAC N193-069/,N193-069_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0008.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"66,1795,3241"
AU NBAC N193-069/,N193-069_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0009.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"28,1310,2612"
AU NBAC N193-069/,N193-069_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0010.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"60,1760,3202"
AU NBAC N193-069/,N193-069_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0011.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"70,1777,3219"
AU NBAC N193-069/,N193-069_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0012.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"31,1297,2598"
AU NBAC N193-069/,N193-069_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0013.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"97,1753,3195"
AU NBAC N193-069/,N193-069_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0014.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"30,1283,2585"
AU NBAC N193-069/,N193-069_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0015.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"110,1765,3208"
AU NBAC N193-069/,N193-069_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0016.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"71,1763,3206"
AU NBAC N193-069/,N193-069_0017.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0017.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"70,1295,2593"
AU NBAC N193-069/,N193-069_0018.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0018.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"75,1750,3191"
AU NBAC N193-069/,N193-069_0019.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0019.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"53,1317,2619"
AU NBAC N193-069/,N193-069_0020.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0020.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"111,1798,3242"
AU NBAC N193-069/,N193-069_0021.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0021.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"150,1803,3246"
AU NBAC N193-069/,N193-069_0022.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0022.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"48,1301,2601"
AU NBAC N193-069/,N193-069_0023.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0023.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"136,1796,3237"
AU NBAC N193-069/,N193-069_0024.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0024.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"96,1312,2612"
AU NBAC N193-069/,N193-069_0025.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0025.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"113,1797,3239"
AU NBAC N193-069/,N193-069_0026.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0026.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4930,3,"66,1331,2631"
AU NBAC N193-069/,N193-069_0027.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0027.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"105,1769,3211"
AU NBAC N193-069/,N193-069_0028.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0028.tif,N193-069,1918-01-01,1918-03-01,1918,6298,4919,3,"58,1775,3215"
AU NBAC N193-069/,N193-069_0029.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-069/N193-069_0029.tif,N193-069,1918-01-01,1918-03-01,1918,6264,4942,3,"102,1374,2673"
