,directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions,page_date
17,AU NBAC N193-021/,N193-021_0018.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0018.tif,N193-021,1906-01-01,1906-03-01,1906,6254,4976,3,"68,1849,3320",1906-01-09
18,AU NBAC N193-021/,N193-021_0019.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0019.tif,N193-021,1906-01-01,1906-03-01,1906,6293,4976,3,"88,1855,3326",1906-01-09
19,AU NBAC N193-021/,N193-021_0020.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0020.tif,N193-021,1906-01-01,1906-03-01,1906,6293,4976,2,"101,1954",1906-01-09
20,AU NBAC N193-021/,N193-021_0021.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0021.tif,N193-021,1906-01-01,1906-03-01,1906,6293,4976,3,"52,1839,3308",1906-01-09
21,AU NBAC N193-021/,N193-021_0022.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0022.tif,N193-021,1906-01-01,1906-03-01,1906,6293,4950,2,"51,1924",1906-01-09
22,AU NBAC N193-021/,N193-021_0023.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0023.tif,N193-021,1906-01-01,1906-03-01,1906,6293,4976,3,"51,1825,3294",1906-01-10
23,AU NBAC N193-021/,N193-021_0024.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0024.tif,N193-021,1906-01-01,1906-03-01,1906,6293,4976,3,"105,1821,3292",1906-01-10
24,AU NBAC N193-021/,N193-021_0025.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0025.tif,N193-021,1906-01-01,1906-03-01,1906,6293,4976,2,"52,1920",1906-01-10
25,AU NBAC N193-021/,N193-021_0026.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0026.tif,N193-021,1906-01-01,1906-03-01,1906,6293,4976,3,"50,1809,3278",1906-01-10
26,AU NBAC N193-021/,N193-021_0027.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0027.tif,N193-021,1906-01-01,1906-03-01,1906,6293,4976,2,"47,1895",1906-01-10
27,AU NBAC N193-021/,N193-021_0028.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0028.tif,N193-021,1906-01-01,1906-03-01,1906,6274,5000,3,"80,1783,3247",1906-01-11
28,AU NBAC N193-021/,N193-021_0029.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0029.tif,N193-021,1906-01-01,1906-03-01,1906,6179,5000,3,"123,1842,3284",1906-01-11
29,AU NBAC N193-021/,N193-021_0030.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0030.tif,N193-021,1906-01-01,1906-03-01,1906,6242,5000,2,"77,1915",1906-01-11
30,AU NBAC N193-021/,N193-021_0031.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0031.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"112,1845,3286",1906-01-11
31,AU NBAC N193-021/,N193-021_0032.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0032.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"110,1925",1906-01-11
32,AU NBAC N193-021/,N193-021_0033.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0033.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"118,1798,3238",1906-01-12
33,AU NBAC N193-021/,N193-021_0034.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0034.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"167,1845,3287",1906-01-12
34,AU NBAC N193-021/,N193-021_0035.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0035.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"4,1935",1906-01-12
35,AU NBAC N193-021/,N193-021_0036.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0036.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"153,1828,3269",1906-01-12
36,AU NBAC N193-021/,N193-021_0037.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0037.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"159,1929",1906-01-12
37,AU NBAC N193-021/,N193-021_0038.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0038.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"111,1775,3216",1906-01-13
38,AU NBAC N193-021/,N193-021_0039.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0039.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"104,1922",1906-01-13
39,AU NBAC N193-021/,N193-021_0040.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0040.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"142,1818,3259",1906-01-15
40,AU NBAC N193-021/,N193-021_0041.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0041.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"144,1819,3261",1906-01-15
41,AU NBAC N193-021/,N193-021_0042.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0042.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"144,1931",1906-01-15
42,AU NBAC N193-021/,N193-021_0043.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0043.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"225,1909,3349",1906-01-15
43,AU NBAC N193-021/,N193-021_0044.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0044.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"166,1992",1906-01-15
44,AU NBAC N193-021/,N193-021_0045.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0045.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"212,1888,3328",1906-01-16
45,AU NBAC N193-021/,N193-021_0046.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0046.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"161,1893,3335",1906-01-16
46,AU NBAC N193-021/,N193-021_0047.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0047.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"164,1974",1906-01-16
47,AU NBAC N193-021/,N193-021_0048.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0048.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"108,1832,3271",1906-01-16
48,AU NBAC N193-021/,N193-021_0049.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0049.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"157,1985",1906-01-16
49,AU NBAC N193-021/,N193-021_0050.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0050.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"113,1828,3268",1906-01-17
50,AU NBAC N193-021/,N193-021_0051.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0051.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"156,1826,3266",1906-01-17
51,AU NBAC N193-021/,N193-021_0052.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0052.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"110,1918",1906-01-17
52,AU NBAC N193-021/,N193-021_0053.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0053.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"111,1831,3272",1906-01-17
53,AU NBAC N193-021/,N193-021_0054.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0054.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"158,1980",1906-01-17
54,AU NBAC N193-021/,N193-021_0055.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0055.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"115,1822,3261",1906-01-18
55,AU NBAC N193-021/,N193-021_0056.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0056.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"115,1825,3265",1906-01-18
56,AU NBAC N193-021/,N193-021_0057.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0057.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"157,1920",1906-01-18
57,AU NBAC N193-021/,N193-021_0058.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0058.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"162,1824,3265",1906-01-18
58,AU NBAC N193-021/,N193-021_0059.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0059.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"113,1978",1906-01-18
59,AU NBAC N193-021/,N193-021_0060.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0060.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"151,1828,3268",1906-01-19
60,AU NBAC N193-021/,N193-021_0061.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0061.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"114,1830,3272",1906-01-19
61,AU NBAC N193-021/,N193-021_0062.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0062.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"160,1908",1906-01-19
62,AU NBAC N193-021/,N193-021_0063.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0063.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"131,1789,3229",1906-01-19
63,AU NBAC N193-021/,N193-021_0064.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0064.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"107,1948",1906-01-19
64,AU NBAC N193-021/,N193-021_0065.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0065.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"101,1810,3252",1906-01-20
65,AU NBAC N193-021/,N193-021_0066.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0066.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"149,1961",1906-01-20
66,AU NBAC N193-021/,N193-021_0067.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0067.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"147,1813,3254",1906-01-22
67,AU NBAC N193-021/,N193-021_0068.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0068.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"143,1796,3236",1906-01-22
68,AU NBAC N193-021/,N193-021_0069.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0069.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"97,1887",1906-01-22
69,AU NBAC N193-021/,N193-021_0070.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0070.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"146,1804,3245",1906-01-22
70,AU NBAC N193-021/,N193-021_0071.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0071.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,2,"145,1959",1906-01-22
71,AU NBAC N193-021/,N193-021_0072.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0072.tif,N193-021,1906-01-01,1906-03-01,1906,6178,5000,3,"141,1805,3246",1906-01-23
72,AU NBAC N193-021/,N193-021_0073.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0073.tif,N193-021,1906-01-01,1906-03-01,1906,6331,4949,3,"146,1839,3306",1906-01-23
73,AU NBAC N193-021/,N193-021_0074.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0074.tif,N193-021,1906-01-01,1906-03-01,1906,6331,4949,2,"91,1929",1906-01-23
74,AU NBAC N193-021/,N193-021_0075.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0075.tif,N193-021,1906-01-01,1906-03-01,1906,6331,4949,3,"110,1814,3279",1906-01-23
75,AU NBAC N193-021/,N193-021_0076.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0076.tif,N193-021,1906-01-01,1906-03-01,1906,6331,4949,2,"196,1977",1906-01-23
76,AU NBAC N193-021/,N193-021_0077.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0077.tif,N193-021,1906-01-01,1906-03-01,1906,6331,4949,3,"165,1688,3163",1906-01-24
77,AU NBAC N193-021/,N193-021_0078.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0078.tif,N193-021,1906-01-01,1906-03-01,1906,6331,4949,3,"188,1684,3158",1906-01-24
78,AU NBAC N193-021/,N193-021_0079.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0079.tif,N193-021,1906-01-01,1906-03-01,1906,6331,4949,2,"154,2002",1906-01-24
79,AU NBAC N193-021/,N193-021_0080.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0080.tif,N193-021,1906-01-01,1906-03-01,1906,6331,4949,3,"158,1670,3141",1906-01-24
80,AU NBAC N193-021/,N193-021_0081.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0081.tif,N193-021,1906-01-01,1906-03-01,1906,6331,4923,2,"158,1984",1906-01-24
81,AU NBAC N193-021/,N193-021_0082.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0082.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"20,1664,3136",1906-01-25
82,AU NBAC N193-021/,N193-021_0083.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0083.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"6,1672,3143",1906-01-25
83,AU NBAC N193-021/,N193-021_0084.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0084.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,2,"143,1974",1906-01-25
84,AU NBAC N193-021/,N193-021_0085.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0085.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"181,1673,3145",1906-01-25
85,AU NBAC N193-021/,N193-021_0086.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0086.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,2,"148,2004",1906-01-25
86,AU NBAC N193-021/,N193-021_0087.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0087.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"141,1659,3130",1906-01-27
87,AU NBAC N193-021/,N193-021_0088.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0088.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,2,"145,1997",1906-01-27
88,AU NBAC N193-021/,N193-021_0089.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0089.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"144,1654,3125",1906-01-29
89,AU NBAC N193-021/,N193-021_0090.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0090.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"146,1659,3132",1906-01-29
90,AU NBAC N193-021/,N193-021_0091.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0091.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,2,"160,1999",1906-01-29
91,AU NBAC N193-021/,N193-021_0092.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0092.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"155,1642,3116",1906-01-29
92,AU NBAC N193-021/,N193-021_0093.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0093.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,2,"147,2001",1906-01-29
93,AU NBAC N193-021/,N193-021_0094.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0094.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"143,1664,3136",1906-01-30
94,AU NBAC N193-021/,N193-021_0095.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0095.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"174,1658,3132",1906-01-30
95,AU NBAC N193-021/,N193-021_0096.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0096.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,2,"171,2005",1906-01-30
96,AU NBAC N193-021/,N193-021_0097.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0097.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"167,1655,3127",1906-01-30
97,AU NBAC N193-021/,N193-021_0098.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0098.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,2,"166,1979",1906-01-30
98,AU NBAC N193-021/,N193-021_0099.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0099.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"147,1616,3088",1906-01-31
99,AU NBAC N193-021/,N193-021_0100.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0100.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"150,1665,3140",1906-01-31
100,AU NBAC N193-021/,N193-021_0101.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0101.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,2,"154,1985",1906-01-31
101,AU NBAC N193-021/,N193-021_0102.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0102.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,3,"147,1648,3121",1906-01-31
102,AU NBAC N193-021/,N193-021_0103.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0103.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4911,2,"187,1988",1906-01-31
103,AU NBAC N193-021/,N193-021_0104.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0104.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,3,"142,1619,3090",1906-02-01
104,AU NBAC N193-021/,N193-021_0105.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0105.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,3,"150,1620,3095",1906-02-01
105,AU NBAC N193-021/,N193-021_0106.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0106.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,2,"125,1959",1906-02-01
106,AU NBAC N193-021/,N193-021_0107.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0107.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,3,"138,1620,3091",1906-02-01
107,AU NBAC N193-021/,N193-021_0108.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0108.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,2,"125,1946",1906-02-01
108,AU NBAC N193-021/,N193-021_0109.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0109.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,3,"136,1625,3096",1906-02-02
109,AU NBAC N193-021/,N193-021_0110.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0110.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,3,"122,1621,3093",1906-02-02
110,AU NBAC N193-021/,N193-021_0111.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0111.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,2,"143,1946",1906-02-02
111,AU NBAC N193-021/,N193-021_0112.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0112.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,3,"114,1596,3069",1906-02-02
112,AU NBAC N193-021/,N193-021_0113.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0113.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,2,"128,1960",1906-02-02
113,AU NBAC N193-021/,N193-021_0114.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0114.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,3,"138,1625,3096",1906-02-03
114,AU NBAC N193-021/,N193-021_0115.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-021/N193-021_0115.tif,N193-021,1906-01-01,1906-03-01,1906,6319,4885,2,"150,1946",1906-02-03
