directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-041/,N193-041_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0001.tif,N193-041,1911-01-01,1911-03-01,1911,6049,4522,3,"151,1772,3135"
AU NBAC N193-041/,N193-041_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0002.tif,N193-041,1911-01-01,1911-03-01,1911,5958,4523,3,"135,1480,2713"
AU NBAC N193-041/,N193-041_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0003.tif,N193-041,1911-01-01,1911-03-01,1911,6014,4475,3,"133,1757,3119"
AU NBAC N193-041/,N193-041_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0004.tif,N193-041,1911-01-01,1911-03-01,1911,6015,4521,3,"125,1407,2638"
AU NBAC N193-041/,N193-041_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0005.tif,N193-041,1911-01-01,1911-03-01,1911,6015,4521,3,"172,1807,3171"
AU NBAC N193-041/,N193-041_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0006.tif,N193-041,1911-01-01,1911-03-01,1911,6015,4521,3,"173,1795,3161"
AU NBAC N193-041/,N193-041_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0007.tif,N193-041,1911-01-01,1911-03-01,1911,6015,4521,3,"178,1431,2663"
AU NBAC N193-041/,N193-041_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0008.tif,N193-041,1911-01-01,1911-03-01,1911,6015,4521,3,"192,1781,3145"
AU NBAC N193-041/,N193-041_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0009.tif,N193-041,1911-01-01,1911-03-01,1911,6015,4521,3,"204,1441,2672"
AU NBAC N193-041/,N193-041_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0010.tif,N193-041,1911-01-01,1911-03-01,1911,6015,4453,3,"127,1713,3078"
AU NBAC N193-041/,N193-041_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0011.tif,N193-041,1911-01-01,1911-03-01,1911,6015,4453,3,"115,1366,2598"
AU NBAC N193-041/,N193-041_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0012.tif,N193-041,1911-01-01,1911-03-01,1911,6048,4487,3,"123,1697,3061"
AU NBAC N193-041/,N193-041_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0013.tif,N193-041,1911-01-01,1911-03-01,1911,6048,4487,3,"114,1706,3071"
AU NBAC N193-041/,N193-041_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0014.tif,N193-041,1911-01-01,1911-03-01,1911,6048,4487,3,"119,1363,2594"
AU NBAC N193-041/,N193-041_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0015.tif,N193-041,1911-01-01,1911-03-01,1911,6048,4487,3,"102,1703,3066"
AU NBAC N193-041/,N193-041_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-041/N193-041_0016.tif,N193-041,1911-01-01,1911-03-01,1911,6048,4487,3,"110,1359,2590"
