directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-129/,N193-129_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0001.tif,N193-129,1933-01-01,1933-03-01,1933,6207,5000,3,"172,1857,3298"
AU NBAC N193-129/,N193-129_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0002.tif,N193-129,1933-01-01,1933-03-01,1933,6166,5000,4,"53,1434,2549,3669"
AU NBAC N193-129/,N193-129_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0003.tif,N193-129,1933-01-01,1933-03-01,1933,6167,5000,3,"70,1890,3320"
AU NBAC N193-129/,N193-129_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0004.tif,N193-129,1933-01-01,1933-03-01,1933,6164,5000,3,"59,1891,3320"
AU NBAC N193-129/,N193-129_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0005.tif,N193-129,1933-01-01,1933-03-01,1933,6187,5000,4,"71,1446,2578,3676"
AU NBAC N193-129/,N193-129_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0006.tif,N193-129,1933-01-01,1933-03-01,1933,6184,5000,3,"56,1901,3326"
AU NBAC N193-129/,N193-129_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0007.tif,N193-129,1933-01-01,1933-03-01,1933,6189,5000,4,"45,1437,2552,3668"
AU NBAC N193-129/,N193-129_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0008.tif,N193-129,1933-01-01,1933-03-01,1933,6159,5000,3,"258,1891,3321"
AU NBAC N193-129/,N193-129_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0009.tif,N193-129,1933-01-01,1933-03-01,1933,6189,5000,3,"57,1903,3328"
AU NBAC N193-129/,N193-129_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0010.tif,N193-129,1933-01-01,1933-03-01,1933,6194,5000,4,"56,1431,2546,3663"
AU NBAC N193-129/,N193-129_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0011.tif,N193-129,1933-01-01,1933-03-01,1933,6178,5000,4,"60,1436,2555,3668"
AU NBAC N193-129/,N193-129_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0012.tif,N193-129,1933-01-01,1933-03-01,1933,6254,5000,3,"203,1861,3300"
AU NBAC N193-129/,N193-129_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0013.tif,N193-129,1933-01-01,1933-03-01,1933,6227,5000,3,"65,1874,3309"
AU NBAC N193-129/,N193-129_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0014.tif,N193-129,1933-01-01,1933-03-01,1933,6225,5000,4,"59,1413,2531,3654"
AU NBAC N193-129/,N193-129_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0015.tif,N193-129,1933-01-01,1933-03-01,1933,6197,5000,3,"279,1895,3322"
AU NBAC N193-129/,N193-129_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0016.tif,N193-129,1933-01-01,1933-03-01,1933,6159,5000,4,"254,1408,2527,3645"
AU NBAC N193-129/,N193-129_0017.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0017.tif,N193-129,1933-01-01,1933-03-01,1933,6110,5000,3,"54,1905,3322"
AU NBAC N193-129/,N193-129_0018.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-129/N193-129_0018.tif,N193-129,1933-01-01,1933-03-01,1933,6141,5000,3,"318,1890,3317"
