directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-077/,N193-077_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0001.tif,N193-077,1920-01-01,1920-03-01,1920,6248,5000,3,"150,1911,3335"
AU NBAC N193-077/,N193-077_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0002.tif,N193-077,1920-01-01,1920-03-01,1920,6248,5000,3,"150,1389,2676"
AU NBAC N193-077/,N193-077_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0003.tif,N193-077,1920-01-01,1920-03-01,1920,6248,5000,3,"204,1906,3329"
AU NBAC N193-077/,N193-077_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0004.tif,N193-077,1920-01-01,1920-03-01,1920,6248,5000,3,"143,1402,2691"
AU NBAC N193-077/,N193-077_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0005.tif,N193-077,1920-01-01,1920-03-01,1920,6248,5000,3,"238,1910,3332"
AU NBAC N193-077/,N193-077_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0006.tif,N193-077,1920-01-01,1920-03-01,1920,6248,5000,3,"164,1914,3338"
AU NBAC N193-077/,N193-077_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0007.tif,N193-077,1920-01-01,1920-03-01,1920,6331,5000,3,"115,1382,2685"
AU NBAC N193-077/,N193-077_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0008.tif,N193-077,1920-01-01,1920-03-01,1920,6303,5000,3,"164,1920,3356"
AU NBAC N193-077/,N193-077_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0009.tif,N193-077,1920-01-01,1920-03-01,1920,6303,5000,3,"128,1381,2678"
AU NBAC N193-077/,N193-077_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-077/N193-077_0010.tif,N193-077,1920-01-01,1920-03-01,1920,6303,5000,3,"232,1913,3350"
