,directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions,page_date
0,AU NBAC N193-001/,N193-001_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0001.tif,N193-001,1901-01-01,1901-03-01,1901,6237,5000,3,"0,1811,3222",1901-01-07
1,AU NBAC N193-001/,N193-001_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0002.tif,N193-001,1901-01-01,1901-03-01,1901,6266,5000,3,"205,1840,3259",1901-01-07
2,AU NBAC N193-001/,N193-001_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0003.tif,N193-001,1901-01-01,1901-03-01,1901,6237,5000,2,"286,2068",1901-01-07
3,AU NBAC N193-001/,N193-001_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0004.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,3,"9,1821,3219",1901-01-08
4,AU NBAC N193-001/,N193-001_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0005.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,3,"288,1821,3220",1901-01-08
5,AU NBAC N193-001/,N193-001_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0006.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,2,"292,2051",1901-01-08
6,AU NBAC N193-001/,N193-001_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0007.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,3,"8,1820,3219",1901-01-08
7,AU NBAC N193-001/,N193-001_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0008.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,2,"281,2040",1901-01-08
8,AU NBAC N193-001/,N193-001_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0009.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,3,"289,1814,3212",1901-01-09
9,AU NBAC N193-001/,N193-001_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0010.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,3,"332,1812,3210",1901-01-09
10,AU NBAC N193-001/,N193-001_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0011.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,2,"289,2022",1901-01-09
11,AU NBAC N193-001/,N193-001_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0012.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,3,"267,1788,3186",1901-01-09
12,AU NBAC N193-001/,N193-001_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0013.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,2,"278,2009",1901-01-09
13,AU NBAC N193-001/,N193-001_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0014.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,3,"284,1789,3186",1901-01-10
14,AU NBAC N193-001/,N193-001_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0015.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,3,"8,1764,3162",1901-01-10
15,AU NBAC N193-001/,N193-001_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-001/N193-001_0016.tif,N193-001,1901-01-01,1901-03-01,1901,6236,5000,2,"270,2021",1901-01-10
