directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-017/,N193-017_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0001.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"104,1671,3135"
AU NBAC N193-017/,N193-017_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0002.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"113,1672,3135"
AU NBAC N193-017/,N193-017_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0003.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"105,2053"
AU NBAC N193-017/,N193-017_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0004.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"103,1658,3122"
AU NBAC N193-017/,N193-017_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0005.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"105,2040"
AU NBAC N193-017/,N193-017_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0006.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"99,1652,3114"
AU NBAC N193-017/,N193-017_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0007.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"95,1660,3123"
AU NBAC N193-017/,N193-017_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0008.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"103,2050"
AU NBAC N193-017/,N193-017_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0009.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"102,1664,3126"
AU NBAC N193-017/,N193-017_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0010.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"108,2048"
AU NBAC N193-017/,N193-017_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0011.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"0,1665,3128"
AU NBAC N193-017/,N193-017_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0012.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"104,2028"
AU NBAC N193-017/,N193-017_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0013.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"92,1651,3113"
AU NBAC N193-017/,N193-017_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0014.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"92,1651,3112"
AU NBAC N193-017/,N193-017_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0015.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"102,2014"
AU NBAC N193-017/,N193-017_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0016.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"104,1652,3115"
AU NBAC N193-017/,N193-017_0017.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0017.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"83,2031"
AU NBAC N193-017/,N193-017_0018.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0018.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"82,1656,3116"
AU NBAC N193-017/,N193-017_0019.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0019.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"0,1666,3124"
AU NBAC N193-017/,N193-017_0020.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0020.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"135,2075"
AU NBAC N193-017/,N193-017_0021.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0021.tif,N193-017,1905-01-01,1905-03-01,1905,6124,4846,3,"141,1690,3155"
AU NBAC N193-017/,N193-017_0022.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0022.tif,N193-017,1905-01-01,1905-03-01,1905,6098,4807,2,"132,2071"
AU NBAC N193-017/,N193-017_0023.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0023.tif,N193-017,1905-01-01,1905-03-01,1905,6124,4846,3,"115,1660,3123"
AU NBAC N193-017/,N193-017_0024.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0024.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"132,1688,3152"
AU NBAC N193-017/,N193-017_0025.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0025.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"162,2063"
AU NBAC N193-017/,N193-017_0026.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0026.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"128,1683,3147"
AU NBAC N193-017/,N193-017_0027.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0027.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"117,2042"
AU NBAC N193-017/,N193-017_0028.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0028.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"137,1671,3132"
AU NBAC N193-017/,N193-017_0029.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0029.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"131,1655,3118"
AU NBAC N193-017/,N193-017_0030.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0030.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"128,2019"
AU NBAC N193-017/,N193-017_0031.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0031.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"116,1649,3110"
AU NBAC N193-017/,N193-017_0032.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0032.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"108,2020"
AU NBAC N193-017/,N193-017_0033.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0033.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"113,1641,3103"
