directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-097/,N193-097_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0001.tif,N193-097,1925-01-01,1925-03-01,1925,6137,5000,3,"68,1853,3268"
AU NBAC N193-097/,N193-097_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0002.tif,N193-097,1925-01-01,1925-03-01,1925,6116,5000,4,"80,1450,2554,3662"
AU NBAC N193-097/,N193-097_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0003.tif,N193-097,1925-01-01,1925-03-01,1925,6117,5000,3,"79,1860,3269"
AU NBAC N193-097/,N193-097_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0004.tif,N193-097,1925-01-01,1925-03-01,1925,6114,5000,4,"82,1459,2563,3669"
AU NBAC N193-097/,N193-097_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0005.tif,N193-097,1925-01-01,1925-03-01,1925,6115,5000,3,"295,1849,3260"
AU NBAC N193-097/,N193-097_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0006.tif,N193-097,1925-01-01,1925-03-01,1925,6116,5000,3,"301,1863,3270"
AU NBAC N193-097/,N193-097_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0007.tif,N193-097,1925-01-01,1925-03-01,1925,6114,5000,4,"80,1459,2559,3667"
AU NBAC N193-097/,N193-097_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0008.tif,N193-097,1925-01-01,1925-03-01,1925,6115,5000,3,"294,1847,3254"
AU NBAC N193-097/,N193-097_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0009.tif,N193-097,1925-01-01,1925-03-01,1925,6118,5000,4,"215,1372,2474,3582"
AU NBAC N193-097/,N193-097_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0010.tif,N193-097,1925-01-01,1925-03-01,1925,6117,5000,3,"223,1778,3187"
AU NBAC N193-097/,N193-097_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0011.tif,N193-097,1925-01-01,1925-03-01,1925,6116,5000,4,"82,1383,2484,3591"
AU NBAC N193-097/,N193-097_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0012.tif,N193-097,1925-01-01,1925-03-01,1925,6115,5000,3,"233,1779,3188"
AU NBAC N193-097/,N193-097_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0013.tif,N193-097,1925-01-01,1925-03-01,1925,6115,5000,3,"299,1783,3192"
AU NBAC N193-097/,N193-097_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0014.tif,N193-097,1925-01-01,1925-03-01,1925,6115,5000,4,"259,1378,2481,3587"
AU NBAC N193-097/,N193-097_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0015.tif,N193-097,1925-01-01,1925-03-01,1925,6118,5000,3,"240,1770,3180"
AU NBAC N193-097/,N193-097_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0016.tif,N193-097,1925-01-01,1925-03-01,1925,6117,5000,4,"250,1374,2478,3584"
AU NBAC N193-097/,N193-097_0017.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0017.tif,N193-097,1925-01-01,1925-03-01,1925,6118,5000,3,"236,1788,3197"
AU NBAC N193-097/,N193-097_0018.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0018.tif,N193-097,1925-01-01,1925-03-01,1925,6116,5000,3,"238,1781,3189"
AU NBAC N193-097/,N193-097_0019.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0019.tif,N193-097,1925-01-01,1925-03-01,1925,6112,5000,4,"230,1366,2469,3577"
AU NBAC N193-097/,N193-097_0020.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0020.tif,N193-097,1925-01-01,1925-03-01,1925,6097,5000,3,"244,1764,3171"
AU NBAC N193-097/,N193-097_0021.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0021.tif,N193-097,1925-01-01,1925-03-01,1925,6096,5000,4,"232,1360,2460,3568"
AU NBAC N193-097/,N193-097_0022.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0022.tif,N193-097,1925-01-01,1925-03-01,1925,6098,5000,3,"224,1734,3141"
AU NBAC N193-097/,N193-097_0023.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0023.tif,N193-097,1925-01-01,1925-03-01,1925,6100,5000,3,"233,1739,3148"
AU NBAC N193-097/,N193-097_0024.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0024.tif,N193-097,1925-01-01,1925-03-01,1925,6098,5000,4,"234,1344,2446,3553"
AU NBAC N193-097/,N193-097_0025.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0025.tif,N193-097,1925-01-01,1925-03-01,1925,6097,5000,3,"235,1744,3152"
AU NBAC N193-097/,N193-097_0026.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0026.tif,N193-097,1925-01-01,1925-03-01,1925,6095,5000,4,"209,1333,2434,3541"
AU NBAC N193-097/,N193-097_0027.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0027.tif,N193-097,1925-01-01,1925-03-01,1925,6097,5000,3,"219,1719,3125"
AU NBAC N193-097/,N193-097_0028.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0028.tif,N193-097,1925-01-01,1925-03-01,1925,6099,5000,3,"220,1719,3129"
AU NBAC N193-097/,N193-097_0029.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0029.tif,N193-097,1925-01-01,1925-03-01,1925,6104,5000,4,"201,1310,2413,3522"
AU NBAC N193-097/,N193-097_0030.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0030.tif,N193-097,1925-01-01,1925-03-01,1925,6089,5000,3,"82,1713,3118"
AU NBAC N193-097/,N193-097_0031.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0031.tif,N193-097,1925-01-01,1925-03-01,1925,6090,5000,4,"201,1310,2410,3516"
AU NBAC N193-097/,N193-097_0032.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0032.tif,N193-097,1925-01-01,1925-03-01,1925,6091,5000,3,"81,1697,3104"
AU NBAC N193-097/,N193-097_0033.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0033.tif,N193-097,1925-01-01,1925-03-01,1925,6062,5000,3,"247,1712,3110"
AU NBAC N193-097/,N193-097_0034.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0034.tif,N193-097,1925-01-01,1925-03-01,1925,6069,5000,4,"198,1306,2402,3504"
AU NBAC N193-097/,N193-097_0035.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0035.tif,N193-097,1925-01-01,1925-03-01,1925,6035,5000,3,"226,1706,3098"
AU NBAC N193-097/,N193-097_0036.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0036.tif,N193-097,1925-01-01,1925-03-01,1925,6036,5000,4,"233,1326,2417,3512"
AU NBAC N193-097/,N193-097_0037.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0037.tif,N193-097,1925-01-01,1925-03-01,1925,6027,5000,3,"219,1707,3097"
AU NBAC N193-097/,N193-097_0038.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0038.tif,N193-097,1925-01-01,1925-03-01,1925,6025,5000,4,"215,1319,2407,3502"
AU NBAC N193-097/,N193-097_0039.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0039.tif,N193-097,1925-01-01,1925-03-01,1925,6014,5000,3,"227,1697,3086"
AU NBAC N193-097/,N193-097_0040.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0040.tif,N193-097,1925-01-01,1925-03-01,1925,5934,5000,3,"244,1727,3097"
AU NBAC N193-097/,N193-097_0041.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0041.tif,N193-097,1925-01-01,1925-03-01,1925,5934,5000,4,"292,1353,2425,3501"
AU NBAC N193-097/,N193-097_0042.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0042.tif,N193-097,1925-01-01,1925-03-01,1925,5927,5000,3,"299,1726,3093"
AU NBAC N193-097/,N193-097_0043.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0043.tif,N193-097,1925-01-01,1925-03-01,1925,5934,5000,4,"262,1349,2420,3496"
AU NBAC N193-097/,N193-097_0044.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0044.tif,N193-097,1925-01-01,1925-03-01,1925,5922,5000,3,"293,1733,3100"
AU NBAC N193-097/,N193-097_0045.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0045.tif,N193-097,1925-01-01,1925-03-01,1925,5933,5000,3,"306,1724,3091"
AU NBAC N193-097/,N193-097_0046.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0046.tif,N193-097,1925-01-01,1925-03-01,1925,5919,5000,4,"293,1378,2449,3526"
AU NBAC N193-097/,N193-097_0047.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0047.tif,N193-097,1925-01-01,1925-03-01,1925,5905,5000,3,"313,1740,3104"
AU NBAC N193-097/,N193-097_0048.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0048.tif,N193-097,1925-01-01,1925-03-01,1925,5920,5000,4,"272,1339,2410,3486"
AU NBAC N193-097/,N193-097_0049.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0049.tif,N193-097,1925-01-01,1925-03-01,1925,5894,5000,3,"317,1736,3098"
AU NBAC N193-097/,N193-097_0050.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0050.tif,N193-097,1925-01-01,1925-03-01,1925,5913,5000,3,"291,1725,3090"
AU NBAC N193-097/,N193-097_0051.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0051.tif,N193-097,1925-01-01,1925-03-01,1925,5908,5000,4,"284,1343,2411,3487"
AU NBAC N193-097/,N193-097_0052.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0052.tif,N193-097,1925-01-01,1925-03-01,1925,5890,5000,3,"316,1734,3094"
AU NBAC N193-097/,N193-097_0053.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0053.tif,N193-097,1925-01-01,1925-03-01,1925,5907,5000,4,"244,1338,2404,3479"
AU NBAC N193-097/,N193-097_0054.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0054.tif,N193-097,1925-01-01,1925-03-01,1925,5890,5000,3,"281,1709,3068"
AU NBAC N193-097/,N193-097_0055.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0055.tif,N193-097,1925-01-01,1925-03-01,1925,5900,5000,3,"277,1713,3075"
AU NBAC N193-097/,N193-097_0056.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-097/N193-097_0056.tif,N193-097,1925-01-01,1925-03-01,1925,5892,5000,4,"277,1324,2390,3460"
