,directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions,page_date
15,AU NBAC N193-017/,N193-017_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0016.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"104,1652,3115",1905-01-09
16,AU NBAC N193-017/,N193-017_0017.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0017.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"83,2031",1905-01-09
17,AU NBAC N193-017/,N193-017_0018.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0018.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"82,1656,3116",1905-01-10
18,AU NBAC N193-017/,N193-017_0019.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0019.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"0,1666,3124",1905-01-10
19,AU NBAC N193-017/,N193-017_0020.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0020.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"135,2075",1905-01-10
20,AU NBAC N193-017/,N193-017_0021.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0021.tif,N193-017,1905-01-01,1905-03-01,1905,6124,4846,3,"141,1690,3155",1905-01-10
21,AU NBAC N193-017/,N193-017_0022.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0022.tif,N193-017,1905-01-01,1905-03-01,1905,6098,4807,2,"132,2071",1905-01-10
22,AU NBAC N193-017/,N193-017_0023.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0023.tif,N193-017,1905-01-01,1905-03-01,1905,6124,4846,3,"115,1660,3123",1905-01-11
23,AU NBAC N193-017/,N193-017_0024.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0024.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"132,1688,3152",1905-01-11
24,AU NBAC N193-017/,N193-017_0025.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0025.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"162,2063",1905-01-11
25,AU NBAC N193-017/,N193-017_0026.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0026.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"128,1683,3147",1905-01-11
26,AU NBAC N193-017/,N193-017_0027.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0027.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"117,2042",1905-01-11
27,AU NBAC N193-017/,N193-017_0028.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0028.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"137,1671,3132",1905-01-12
28,AU NBAC N193-017/,N193-017_0029.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0029.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"131,1655,3118",1905-01-12
29,AU NBAC N193-017/,N193-017_0030.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0030.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"128,2019",1905-01-12
30,AU NBAC N193-017/,N193-017_0031.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0031.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"116,1649,3110",1905-01-12
31,AU NBAC N193-017/,N193-017_0032.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0032.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"108,2020",1905-01-12
32,AU NBAC N193-017/,N193-017_0033.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0033.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"113,1641,3103",1905-01-13
33,AU NBAC N193-017/,N193-017_0034.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0034.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"107,1662,3127",1905-01-13
34,AU NBAC N193-017/,N193-017_0035.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0035.tif,N193-017,1905-01-01,1905-03-01,1905,6098,4833,2,"159,2031",1905-01-13
35,AU NBAC N193-017/,N193-017_0036.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0036.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"121,1666,3129",1905-01-13
36,AU NBAC N193-017/,N193-017_0037.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0037.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"106,2040",1905-01-13
37,AU NBAC N193-017/,N193-017_0038.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0038.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"109,1658,3120",1905-01-14
38,AU NBAC N193-017/,N193-017_0039.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0039.tif,N193-017,1905-01-01,1905-03-01,1905,6098,4821,2,"155,2037",1905-01-14
39,AU NBAC N193-017/,N193-017_0040.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0040.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"114,1657,3117",1905-01-16
40,AU NBAC N193-017/,N193-017_0041.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0041.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"115,1659,3118",1905-01-16
41,AU NBAC N193-017/,N193-017_0042.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0042.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"131,2021",1905-01-16
42,AU NBAC N193-017/,N193-017_0043.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0043.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"94,1644,3109",1905-01-16
43,AU NBAC N193-017/,N193-017_0044.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0044.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"65,1977",1905-01-16
44,AU NBAC N193-017/,N193-017_0045.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0045.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"120,1626,3089",1905-01-17
45,AU NBAC N193-017/,N193-017_0046.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0046.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"107,1637,3104",1905-01-17
46,AU NBAC N193-017/,N193-017_0047.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0047.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"88,2006",1905-01-17
47,AU NBAC N193-017/,N193-017_0048.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0048.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"85,1625,3087",1905-01-17
48,AU NBAC N193-017/,N193-017_0049.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0049.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"82,1998",1905-01-17
49,AU NBAC N193-017/,N193-017_0050.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0050.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"78,1626,3089",1905-01-18
50,AU NBAC N193-017/,N193-017_0051.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0051.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"80,1620,3084",1905-01-18
51,AU NBAC N193-017/,N193-017_0052.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0052.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"81,2008",1905-01-18
52,AU NBAC N193-017/,N193-017_0053.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0053.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"97,1609,3073",1905-01-18
53,AU NBAC N193-017/,N193-017_0054.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0054.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"53,2131",1905-01-18
54,AU NBAC N193-017/,N193-017_0055.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0055.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"110,1611,3076",1905-01-19
55,AU NBAC N193-017/,N193-017_0056.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0056.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"77,1612,3076",1905-01-19
56,AU NBAC N193-017/,N193-017_0057.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0057.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"71,1995",1905-01-19
57,AU NBAC N193-017/,N193-017_0058.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0058.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"112,1609,3075",1905-01-19
58,AU NBAC N193-017/,N193-017_0059.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0059.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"61,1984",1905-01-19
59,AU NBAC N193-017/,N193-017_0060.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0060.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"61,1603,3067",1905-01-20
60,AU NBAC N193-017/,N193-017_0061.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0061.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"60,1612,3074",1905-01-20
61,AU NBAC N193-017/,N193-017_0062.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0062.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"90,1966",1905-01-20
62,AU NBAC N193-017/,N193-017_0063.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0063.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"73,1574,3035",1905-01-20
63,AU NBAC N193-017/,N193-017_0064.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0064.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"54,1968",1905-01-20
64,AU NBAC N193-017/,N193-017_0065.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0065.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"57,1591,3053",1905-01-21
65,AU NBAC N193-017/,N193-017_0066.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0066.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"65,1945",1905-01-21
66,AU NBAC N193-017/,N193-017_0067.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0067.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"44,1576,3037",1905-01-23
67,AU NBAC N193-017/,N193-017_0068.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0068.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,3,"65,1591,3053",1905-01-23
68,AU NBAC N193-017/,N193-017_0069.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0069.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4846,2,"50,1957",1905-01-23
69,AU NBAC N193-017/,N193-017_0070.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0070.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"151,1664,3127",1905-01-23
70,AU NBAC N193-017/,N193-017_0071.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0071.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"164,2028",1905-01-23
71,AU NBAC N193-017/,N193-017_0072.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0072.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"175,1686,3149",1905-01-24
72,AU NBAC N193-017/,N193-017_0073.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0073.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"169,1673,3136",1905-01-24
73,AU NBAC N193-017/,N193-017_0074.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0074.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"137,2036",1905-01-24
74,AU NBAC N193-017/,N193-017_0075.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0075.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"146,1659,3121",1905-01-24
75,AU NBAC N193-017/,N193-017_0076.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0076.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"138,2044",1905-01-24
76,AU NBAC N193-017/,N193-017_0077.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0077.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"141,1665,3126",1905-01-25
77,AU NBAC N193-017/,N193-017_0078.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0078.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"135,1671,3135",1905-01-25
78,AU NBAC N193-017/,N193-017_0079.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0079.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"177,2041",1905-01-25
79,AU NBAC N193-017/,N193-017_0080.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0080.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"162,1663,3125",1905-01-25
80,AU NBAC N193-017/,N193-017_0081.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0081.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"178,2047",1905-01-25
81,AU NBAC N193-017/,N193-017_0082.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0082.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"178,1674,3135",1905-01-26
82,AU NBAC N193-017/,N193-017_0083.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0083.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"139,1675,3136",1905-01-26
83,AU NBAC N193-017/,N193-017_0084.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0084.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"178,2047",1905-01-26
84,AU NBAC N193-017/,N193-017_0085.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0085.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"134,1668,3130",1905-01-26
85,AU NBAC N193-017/,N193-017_0086.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0086.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"171,2032",1905-01-26
86,AU NBAC N193-017/,N193-017_0087.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0087.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"135,1675,3133",1905-01-27
87,AU NBAC N193-017/,N193-017_0088.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0088.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"136,1672,3131",1905-01-27
88,AU NBAC N193-017/,N193-017_0089.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0089.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"137,2040",1905-01-27
89,AU NBAC N193-017/,N193-017_0090.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0090.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"131,1674,3134",1905-01-27
90,AU NBAC N193-017/,N193-017_0091.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0091.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"164,2034",1905-01-27
91,AU NBAC N193-017/,N193-017_0092.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0092.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"156,1658,3116",1905-01-28
92,AU NBAC N193-017/,N193-017_0093.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0093.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"115,2033",1905-01-28
93,AU NBAC N193-017/,N193-017_0094.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0094.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"139,1638,3097",1905-01-31
94,AU NBAC N193-017/,N193-017_0095.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0095.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"120,1608,3077",1905-01-31
95,AU NBAC N193-017/,N193-017_0096.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0096.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"107,2017",1905-01-31
96,AU NBAC N193-017/,N193-017_0097.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0097.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"114,1613,3081",1905-01-31
97,AU NBAC N193-017/,N193-017_0098.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0098.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"128,2030",1905-01-31
98,AU NBAC N193-017/,N193-017_0099.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0099.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"147,1606,3074",1905-02-01
99,AU NBAC N193-017/,N193-017_0100.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0100.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"125,1625,3093",1905-02-01
100,AU NBAC N193-017/,N193-017_0101.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0101.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"149,2017",1905-02-01
101,AU NBAC N193-017/,N193-017_0102.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0102.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"141,1613,3078",1905-02-01
102,AU NBAC N193-017/,N193-017_0103.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0103.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"137,2008",1905-02-01
103,AU NBAC N193-017/,N193-017_0104.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0104.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"125,1593,3060",1905-02-02
104,AU NBAC N193-017/,N193-017_0105.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0105.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"144,1607,3075",1905-02-02
105,AU NBAC N193-017/,N193-017_0106.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0106.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"111,2012",1905-02-02
106,AU NBAC N193-017/,N193-017_0107.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0107.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"123,1602,3070",1905-02-02
107,AU NBAC N193-017/,N193-017_0108.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0108.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"110,2007",1905-02-02
108,AU NBAC N193-017/,N193-017_0109.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0109.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"127,1591,3057",1905-02-03
109,AU NBAC N193-017/,N193-017_0110.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0110.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"143,1610,3076",1905-02-03
110,AU NBAC N193-017/,N193-017_0111.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0111.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"109,2010",1905-02-03
111,AU NBAC N193-017/,N193-017_0112.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0112.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"136,1605,3072",1905-02-03
112,AU NBAC N193-017/,N193-017_0113.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0113.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"137,2010",1905-02-03
113,AU NBAC N193-017/,N193-017_0114.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0114.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,3,"124,1604,3069",1905-02-04
114,AU NBAC N193-017/,N193-017_0115.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-017/N193-017_0115.tif,N193-017,1905-01-01,1905-03-01,1905,6163,4872,2,"133,2011",1905-02-04
