directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-153/,N193-153_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0001.tif,N193-153,1939-01-01,1939-03-01,1939,6145,5000,4,"0,1414,2540,3677"
AU NBAC N193-153/,N193-153_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0002.tif,N193-153,1939-01-01,1939-03-01,1939,6145,5000,4,"167,1410,2536,3667"
AU NBAC N193-153/,N193-153_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0003.tif,N193-153,1939-01-01,1939-03-01,1939,6145,5000,3,"236,1843,3280"
AU NBAC N193-153/,N193-153_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0004.tif,N193-153,1939-01-01,1939-03-01,1939,6145,5000,4,"249,1435,2562,3698"
AU NBAC N193-153/,N193-153_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0005.tif,N193-153,1939-01-01,1939-03-01,1939,6145,5000,4,"263,1415,2542,3672"
AU NBAC N193-153/,N193-153_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0006.tif,N193-153,1939-01-01,1939-03-01,1939,6145,5000,3,"283,1858,3295"
AU NBAC N193-153/,N193-153_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0007.tif,N193-153,1939-01-01,1939-03-01,1939,6145,5000,4,"274,1420,2546,3681"
AU NBAC N193-153/,N193-153_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0008.tif,N193-153,1939-01-01,1939-03-01,1939,6280,5000,4,"184,1376,2528,3684"
AU NBAC N193-153/,N193-153_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0009.tif,N193-153,1939-01-01,1939-03-01,1939,6280,5000,3,"208,1815,3281"
AU NBAC N193-153/,N193-153_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0010.tif,N193-153,1939-01-01,1939-03-01,1939,6336,5000,4,"143,1324,2484,3655"
AU NBAC N193-153/,N193-153_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0011.tif,N193-153,1939-01-01,1939-03-01,1939,6336,5000,4,"115,1305,2462,3630"
AU NBAC N193-153/,N193-153_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-153/N193-153_0012.tif,N193-153,1939-01-01,1939-03-01,1939,6336,5000,3,"219,1814,3295"
