directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-053/,N193-053_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0001.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"139,1874,3303"
AU NBAC N193-053/,N193-053_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0002.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"0,1467,2754"
AU NBAC N193-053/,N193-053_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0003.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"4,1920,3346"
AU NBAC N193-053/,N193-053_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0004.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"7,1459,2746"
AU NBAC N193-053/,N193-053_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0005.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"0,1909,3335"
AU NBAC N193-053/,N193-053_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0006.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"72,1890,3317"
AU NBAC N193-053/,N193-053_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0007.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"88,1463,2751"
AU NBAC N193-053/,N193-053_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0008.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"3,1922,3351"
AU NBAC N193-053/,N193-053_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0009.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"32,1429,2715"
AU NBAC N193-053/,N193-053_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0010.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"131,1874,3300"
AU NBAC N193-053/,N193-053_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0011.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"142,1888,3315"
AU NBAC N193-053/,N193-053_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0012.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"169,1426,2713"
AU NBAC N193-053/,N193-053_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0013.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"11,1885,3312"
AU NBAC N193-053/,N193-053_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0014.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"50,1436,2723"
AU NBAC N193-053/,N193-053_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0015.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"10,1913,3339"
AU NBAC N193-053/,N193-053_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0016.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"286,1991,3418"
AU NBAC N193-053/,N193-053_0017.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0017.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"311,1560,2845"
AU NBAC N193-053/,N193-053_0018.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0018.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"303,2006,3434"
AU NBAC N193-053/,N193-053_0019.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0019.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"317,1561,2848"
AU NBAC N193-053/,N193-053_0020.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0020.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"299,1990,3418"
AU NBAC N193-053/,N193-053_0021.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0021.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"306,1997,3428"
AU NBAC N193-053/,N193-053_0022.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0022.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"276,1553,2840"
AU NBAC N193-053/,N193-053_0023.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0023.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"313,2001,3430"
AU NBAC N193-053/,N193-053_0024.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0024.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"280,1552,2841"
AU NBAC N193-053/,N193-053_0025.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0025.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"228,1919,3345"
AU NBAC N193-053/,N193-053_0026.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0026.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"225,1466,2754"
AU NBAC N193-053/,N193-053_0027.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0027.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"212,1925,3353"
AU NBAC N193-053/,N193-053_0028.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0028.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"224,1932,3360"
AU NBAC N193-053/,N193-053_0029.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0029.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"248,1494,2782"
AU NBAC N193-053/,N193-053_0030.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0030.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"242,1922,3350"
AU NBAC N193-053/,N193-053_0031.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-053/N193-053_0031.tif,N193-053,1914-01-01,1914-03-01,1914,6305,5000,3,"33,1471,2758"
