directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-065/,N193-065_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0001.tif,N193-065,1917-01-01,1917-03-01,1917,6173,4862,3,"102,1804,3218"
AU NBAC N193-065/,N193-065_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0002.tif,N193-065,1917-01-01,1917-03-01,1917,6173,4919,3,"142,1409,2686"
AU NBAC N193-065/,N193-065_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0003.tif,N193-065,1917-01-01,1917-03-01,1917,6207,4919,3,"136,1874,3288"
AU NBAC N193-065/,N193-065_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0004.tif,N193-065,1917-01-01,1917-03-01,1917,6207,4919,3,"148,1412,2690"
AU NBAC N193-065/,N193-065_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0005.tif,N193-065,1917-01-01,1917-03-01,1917,6207,4919,3,"163,1867,3284"
AU NBAC N193-065/,N193-065_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0006.tif,N193-065,1917-01-01,1917-03-01,1917,6207,4919,3,"169,1866,3280"
AU NBAC N193-065/,N193-065_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0007.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4840,3,"147,1369,2646"
AU NBAC N193-065/,N193-065_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0008.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4840,3,"127,1835,3248"
AU NBAC N193-065/,N193-065_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0009.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4840,3,"86,1359,2636"
AU NBAC N193-065/,N193-065_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0010.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4840,3,"111,1825,3239"
AU NBAC N193-065/,N193-065_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0011.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4840,3,"114,1827,3239"
AU NBAC N193-065/,N193-065_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0012.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4931,3,"168,1432,2711"
AU NBAC N193-065/,N193-065_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0013.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4931,3,"199,1897,3312"
AU NBAC N193-065/,N193-065_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0014.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4874,3,"101,1353,2634"
AU NBAC N193-065/,N193-065_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0015.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4874,3,"150,1830,3245"
AU NBAC N193-065/,N193-065_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0016.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4874,3,"128,1837,3253"
AU NBAC N193-065/,N193-065_0017.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-065/N193-065_0017.tif,N193-065,1917-01-01,1917-03-01,1917,6196,4874,3,"109,1353,2632"
