directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-173/,N193-173_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0001.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"0,1320,2455,3611"
AU NBAC N193-173/,N193-173_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0002.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"159,1346,2487,3634"
AU NBAC N193-173/,N193-173_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0003.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,3,"161,1807,3264"
AU NBAC N193-173/,N193-173_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0004.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"155,1302,2443,3595"
AU NBAC N193-173/,N193-173_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0005.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"147,1311,2451,3599"
AU NBAC N193-173/,N193-173_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0006.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,3,"141,1793,3249"
AU NBAC N193-173/,N193-173_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0007.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"140,1281,2423,3575"
AU NBAC N193-173/,N193-173_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0008.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"125,1300,2441,3589"
AU NBAC N193-173/,N193-173_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0009.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,3,"128,1759,3216"
AU NBAC N193-173/,N193-173_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0010.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"116,1262,2403,3555"
AU NBAC N193-173/,N193-173_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0011.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"108,1293,2435,3583"
AU NBAC N193-173/,N193-173_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0012.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,3,"95,1736,3191"
AU NBAC N193-173/,N193-173_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0013.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"90,1229,2370,3523"
AU NBAC N193-173/,N193-173_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0014.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"92,1274,2414,3563"
AU NBAC N193-173/,N193-173_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0015.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,3,"91,1727,3184"
AU NBAC N193-173/,N193-173_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0016.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"87,1220,2361,3517"
AU NBAC N193-173/,N193-173_0017.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0017.tif,N193-173,1944-01-01,1944-03-01,1944,6241,5000,4,"82,1263,2403,3552"
AU NBAC N193-173/,N193-173_0018.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0018.tif,N193-173,1944-01-01,1944-03-01,1944,6299,5000,3,"90,1762,3245"
AU NBAC N193-173/,N193-173_0019.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0019.tif,N193-173,1944-01-01,1944-03-01,1944,6299,5000,4,"91,1242,2403,3576"
AU NBAC N193-173/,N193-173_0020.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0020.tif,N193-173,1944-01-01,1944-03-01,1944,6276,5000,4,"91,1286,2446,3616"
AU NBAC N193-173/,N193-173_0021.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0021.tif,N193-173,1944-01-01,1944-03-01,1944,6276,5000,3,"105,1761,3242"
AU NBAC N193-173/,N193-173_0022.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0022.tif,N193-173,1944-01-01,1944-03-01,1944,6276,5000,4,"113,1264,2425,3597"
AU NBAC N193-173/,N193-173_0023.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0023.tif,N193-173,1944-01-01,1944-03-01,1944,6276,5000,4,"111,1311,2470,3641"
AU NBAC N193-173/,N193-173_0024.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0024.tif,N193-173,1944-01-01,1944-03-01,1944,6276,5000,3,"104,1756,3239"
AU NBAC N193-173/,N193-173_0025.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0025.tif,N193-173,1944-01-01,1944-03-01,1944,6276,5000,4,"109,1271,2432,3606"
AU NBAC N193-173/,N193-173_0026.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0026.tif,N193-173,1944-01-01,1944-03-01,1944,6276,5000,4,"110,1293,2454,3622"
AU NBAC N193-173/,N193-173_0027.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0027.tif,N193-173,1944-01-01,1944-03-01,1944,6276,5000,3,"103,1758,3240"
AU NBAC N193-173/,N193-173_0028.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0028.tif,N193-173,1944-01-01,1944-03-01,1944,6276,5000,4,"106,1250,2412,3586"
AU NBAC N193-173/,N193-173_0029.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0029.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"103,1296,2455,3624"
AU NBAC N193-173/,N193-173_0030.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0030.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,3,"98,1755,3234"
AU NBAC N193-173/,N193-173_0031.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0031.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"101,1247,2410,3583"
AU NBAC N193-173/,N193-173_0032.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0032.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"98,1296,2454,3622"
AU NBAC N193-173/,N193-173_0033.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0033.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,3,"99,1751,3232"
AU NBAC N193-173/,N193-173_0034.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0034.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"97,1244,2405,3576"
AU NBAC N193-173/,N193-173_0035.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0035.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"97,1285,2445,3614"
AU NBAC N193-173/,N193-173_0036.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0036.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,3,"58,1710,3190"
AU NBAC N193-173/,N193-173_0037.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0037.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"66,1212,2372,3544"
AU NBAC N193-173/,N193-173_0038.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0038.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"59,1246,2407,3575"
AU NBAC N193-173/,N193-173_0039.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0039.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,3,"57,1705,3189"
AU NBAC N193-173/,N193-173_0040.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0040.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"63,1204,2366,3538"
AU NBAC N193-173/,N193-173_0041.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0041.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"68,1250,2408,3576"
AU NBAC N193-173/,N193-173_0042.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0042.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,3,"92,1735,3215"
AU NBAC N193-173/,N193-173_0043.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0043.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"85,1229,2391,3564"
AU NBAC N193-173/,N193-173_0044.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0044.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"94,1272,2432,3602"
AU NBAC N193-173/,N193-173_0045.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0045.tif,N193-173,1944-01-01,1944-03-01,1944,0,0,0,
AU NBAC N193-173/,N193-173_0046.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0046.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"86,1228,2389,3564"
AU NBAC N193-173/,N193-173_0047.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0047.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"84,1266,2427,3596"
AU NBAC N193-173/,N193-173_0048.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0048.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,3,"83,1724,3206"
AU NBAC N193-173/,N193-173_0049.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0049.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"93,1234,2395,3565"
AU NBAC N193-173/,N193-173_0050.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0050.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"89,1269,2430,3599"
AU NBAC N193-173/,N193-173_0051.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0051.tif,N193-173,1944-01-01,1944-03-01,1944,0,0,0,
AU NBAC N193-173/,N193-173_0052.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0052.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"85,1223,2384,3556"
AU NBAC N193-173/,N193-173_0053.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0053.tif,N193-173,1944-01-01,1944-03-01,1944,0,0,0,
AU NBAC N193-173/,N193-173_0054.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0054.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,3,"90,1726,3207"
AU NBAC N193-173/,N193-173_0055.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0055.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"93,1224,2384,3557"
AU NBAC N193-173/,N193-173_0056.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0056.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"117,1280,2443,3611"
AU NBAC N193-173/,N193-173_0057.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0057.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,3,"104,1746,3229"
AU NBAC N193-173/,N193-173_0058.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-173/N193-173_0058.tif,N193-173,1944-01-01,1944-03-01,1944,6322,5000,4,"113,1242,2403,3577"
