directory,name,path,referenceCode,startDate,endDate,year,width,height,columns,column_positions
AU NBAC N193-177/,N193-177_0001.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0001.tif,N193-177,1945-01-01,1945-03-01,1945,6422,5000,4,"214,1236,2416,3607"
AU NBAC N193-177/,N193-177_0002.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0002.tif,N193-177,1945-01-01,1945-03-01,1945,6234,5000,4,"151,1386,2530,3683"
AU NBAC N193-177/,N193-177_0003.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0003.tif,N193-177,1945-01-01,1945-03-01,1945,6234,5000,3,"191,1807,3272"
AU NBAC N193-177/,N193-177_0004.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0004.tif,N193-177,1945-01-01,1945-03-01,1945,6234,5000,4,"215,1377,2521,3676"
AU NBAC N193-177/,N193-177_0005.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0005.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"92,1311,2488,3672"
AU NBAC N193-177/,N193-177_0006.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0006.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"96,1739,3245"
AU NBAC N193-177/,N193-177_0007.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0007.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"72,1266,2443,3631"
AU NBAC N193-177/,N193-177_0008.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0008.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"51,1277,2454,3638"
AU NBAC N193-177/,N193-177_0009.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0009.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"60,1712,3218"
AU NBAC N193-177/,N193-177_0010.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0010.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"74,1263,2441,3628"
AU NBAC N193-177/,N193-177_0011.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0011.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"96,1320,2499,3684"
AU NBAC N193-177/,N193-177_0012.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0012.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"104,1741,3248"
AU NBAC N193-177/,N193-177_0013.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0013.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"106,1294,2472,3659"
AU NBAC N193-177/,N193-177_0014.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0014.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"95,1315,2492,3678"
AU NBAC N193-177/,N193-177_0015.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0015.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"100,1743,3250"
AU NBAC N193-177/,N193-177_0016.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0016.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"98,1278,2457,3640"
AU NBAC N193-177/,N193-177_0017.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0017.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"77,1299,2478,3656"
AU NBAC N193-177/,N193-177_0018.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0018.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"90,1734,3242"
AU NBAC N193-177/,N193-177_0019.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0019.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"98,1277,2455,3639"
AU NBAC N193-177/,N193-177_0020.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0020.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,4,"77,1289,2466,3648"
AU NBAC N193-177/,N193-177_0021.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0021.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,3,"39,1676,3183"
AU NBAC N193-177/,N193-177_0022.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0022.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,4,"70,1240,2419,3604"
AU NBAC N193-177/,N193-177_0023.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0023.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,4,"88,1294,2472,3653"
AU NBAC N193-177/,N193-177_0024.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0024.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,3,"86,1712,3218"
AU NBAC N193-177/,N193-177_0025.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0025.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,4,"105,1264,2445,3626"
AU NBAC N193-177/,N193-177_0026.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0026.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,4,"110,1309,2490,3667"
AU NBAC N193-177/,N193-177_0027.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0027.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,3,"113,1757,3260"
AU NBAC N193-177/,N193-177_0028.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0028.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,4,"117,1269,2449,3636"
AU NBAC N193-177/,N193-177_0029.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0029.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,4,"129,1312,2492,3675"
AU NBAC N193-177/,N193-177_0030.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0030.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,3,"120,1758,3263"
AU NBAC N193-177/,N193-177_0031.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0031.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,4,"112,1262,2440,3628"
AU NBAC N193-177/,N193-177_0032.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0032.tif,N193-177,1945-01-01,1945-03-01,1945,6453,5000,4,"93,1282,2460,3642"
AU NBAC N193-177/,N193-177_0033.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0033.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"119,1743,3243"
AU NBAC N193-177/,N193-177_0034.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0034.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"0,1148,2325,3507"
AU NBAC N193-177/,N193-177_0035.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0035.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"62,1246,2425,3605"
AU NBAC N193-177/,N193-177_0036.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0036.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"87,1718,3222"
AU NBAC N193-177/,N193-177_0037.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0037.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"101,1250,2429,3607"
AU NBAC N193-177/,N193-177_0038.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0038.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"78,1250,2429,3603"
AU NBAC N193-177/,N193-177_0039.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0039.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"100,1722,3224"
AU NBAC N193-177/,N193-177_0040.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0040.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"131,1289,2465,3651"
AU NBAC N193-177/,N193-177_0041.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0041.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"135,1332,2509,3692"
AU NBAC N193-177/,N193-177_0042.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0042.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"164,1777,3278"
AU NBAC N193-177/,N193-177_0043.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0043.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"153,1295,2470,3658"
AU NBAC N193-177/,N193-177_0044.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0044.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,4,"120,1298,2472,3659"
AU NBAC N193-177/,N193-177_0045.tif,Shared/ANU-Library/Sydney Stock Exchange 1901-1950/AU NBAC N193-177/N193-177_0045.tif,N193-177,1945-01-01,1945-03-01,1945,6407,5000,3,"108,1735,3236"
